length,threads,blocks,user_avg,user_dev,real_avg,real_dev
80000,1,32,19.41918445,0.24255643043949077,22.56705431255,0.2614257608421337
80000,1,256,9.1963083,0.050824517283590734,12.190534429500001,0.03269014373972627
80000,1,1024,7.5854421,0.03428370416378605,10.5941341189,0.020178789765740144
80000,1,4096,7.48283785,0.07414004079461718,10.57150133695,0.07435761267534718
80000,2,32,16.985060400000002,0.2942825754670838,10.740342220299999,0.16844691159283443
80000,2,256,9.355252400000001,0.1255194040817593,6.61740498555,0.02536246211799311
80000,2,1024,7.61514625,0.03661856462762428,5.72628629305,0.03124468559960741
80000,2,4096,7.4810393500000005,0.033106049710400404,5.86139056365,0.020428638052337286
80000,4,32,17.596978749999998,0.5551889214236783,7.916044155749999,0.19222082252857045
80000,4,256,9.6471704,0.08505958088328434,4.80973226235,0.02771006428174809
80000,4,1024,7.788603,0.07038505345668221,4.15566780865,0.043859532647853784
80000,4,4096,7.66167655,0.09284961560958388,4.35463983195,0.0395220220050514
80000,8,32,23.97812945,0.2594370922978202,6.7359872768499995,0.10684643826173851
80000,8,256,11.309155950000001,0.10147684286253435,3.8106897736999996,0.05197920589954357
80000,8,1024,8.6626428,0.06882756005307752,3.1938623775,0.02509969660710202
80000,8,4096,8.29576685,0.07432486019177893,3.3670120029,0.037682989840235465
80000,16,32,33.28529155,0.2565132876941218,4.973695606,0.042048874110468516
80000,16,256,15.8386861,0.09168233195000003,2.82982111455,0.033813828761042615
80000,16,1024,11.70139625,0.061446810611190526,2.45785055365,0.02711862406523945
80000,16,4096,10.1969328,0.11066466095579029,2.5715358026499997,0.027558933408116437
60000,1,32,10.91135625,0.3542182061150829,12.66059433665,0.3370550786434326
60000,1,256,5.31680555,0.03665943580508985,6.92483880075,0.018836378072399053
60000,1,1024,4.33824095,0.025473198606525516,5.9275783405,0.007103369878079465
60000,1,4096,4.2337127500000005,0.03472975457424795,5.8616639662,0.007006229506337005
60000,2,32,9.49655025,0.21137924724056376,6.0048246976,0.12909386453860588
60000,2,256,5.331193900000001,0.032433471633329714,3.70502894925,0.01351837914661775
60000,2,1024,4.372166399999999,0.027271485772506068,3.2118188121999998,0.007801713521839454
60000,2,4096,4.24618165,0.03396116247756398,3.2881815552,0.003913012786160211
60000,4,32,9.6487728,0.231195190620307,4.412453842,0.10514406694933875
60000,4,256,5.4676862999999996,0.023830136877701847,2.675084762,0.016929868595298558
60000,4,1024,4.44815835,0.031371442579637546,2.3105600743499997,0.00899744971075414
60000,4,4096,4.32241685,0.02842472162620946,2.4653840556,0.007624473824692548
60000,8,32,12.08215555,0.2655774336152218,3.4706238508,0.07105959433335517
60000,8,256,6.34186495,0.039633960688373146,2.1196563516499998,0.03599716848162779
60000,8,1024,4.9852437,0.046236701107561735,1.7827070309500002,0.019517172069371744
60000,8,4096,4.6239959,0.039165675885780384,1.89193682705,0.013612315890169481
60000,16,32,16.55827665,0.1623489367462177,2.4534330887999998,0.04024694504558498
60000,16,256,8.78525175,0.07878280491825272,1.52542816395,0.02323060610725452
60000,16,1024,6.467585649999999,0.07039204028388078,1.33281567045,0.016283377259220203
60000,16,4096,5.63053335,0.08147961897203185,1.4971819668,0.011166799101382756
40000,1,32,3.7048440499999997,0.07577058841890758,4.5672129271,0.074352576304796
40000,1,256,2.3243776,0.019041573633499963,3.05093971115,0.011348543601371426
40000,1,1024,1.93053575,0.021628890708667876,2.6557705286499997,0.004712853614598622
40000,1,4096,1.88418085,0.025588236983573157,2.6297161532,0.004368635941257853
40000,2,32,3.3409317,0.16705366478233877,2.29786684645,0.09739133360441528
40000,2,256,2.3260444,0.027404637482367846,1.6560823362000001,0.007577064857827896
40000,2,1024,1.9494324500000002,0.020660931175711803,1.4616533618,0.002753152477430036
40000,2,4096,1.89132595,0.020859542136573855,1.5323151906999999,0.004349143306514232
40000,4,32,3.3812420000000003,0.10010929341025239,1.74095565245,0.03232876151391321
40000,4,256,2.3889271,0.025055313913220106,1.21533966385,0.00628099917843834
40000,4,1024,1.9767660500000002,0.022584312456824945,1.06900549735,0.0035051696207165054
40000,4,4096,1.9181528,0.024285784145462543,1.1932262257,0.0041069964009209205
40000,8,32,4.1989231,0.09762707106837736,1.30617810205,0.034995570489468
40000,8,256,2.74469245,0.03735904394316725,0.9651231037000001,0.01225883893463025
40000,8,1024,2.22847665,0.03185844264284588,0.8431105558,0.01633242429476111
40000,8,4096,2.03210025,0.026946728383748206,0.9385389497000001,0.010768712884847521
40000,16,32,5.13253305,0.10521641507268482,0.87361149185,0.015553101581371067
40000,16,256,3.65599835,0.046728869928851224,0.7095181611,0.011085765100830631
40000,16,1024,2.8191553,0.03658147474897644,0.6501414965000001,0.008535011172391579
40000,16,4096,2.16589995,0.04555688676311739,0.7554175536,0.0140714672963193
10000,1,32,0.14868520000000002,0.0144959236014819,0.2086392821,0.014522553210872516
10000,1,256,0.1313214,0.006020894978323406,0.18292356845,0.0031481779411926605
10000,1,1024,0.11972279999999999,0.005270689514665039,0.17234056805,0.002656173999282284
10000,1,4096,0.1200018,0.0058396998861242845,0.16930643304999998,0.0013282644062161141
10000,2,32,0.14488600000000001,0.009113240329323044,0.12081637295,0.004510643075039871
10000,2,256,0.13101725,0.004884017719818388,0.1088408241,0.0018625254948827909
10000,2,1024,0.1245925,0.005426422500137637,0.10679596965,0.001279296605931802
10000,2,4096,0.12113879999999999,0.0055649125294114,0.12566672,0.0020436560714307615
10000,4,32,0.1400379,0.006068380672798966,0.0895189575,0.002017863409400486
10000,4,256,0.13756965,0.0070525560421381955,0.0896223914,0.0023012382288157053
10000,4,1024,0.1274334,0.0050590285964797616,0.08791451219999999,0.0013802474002098536
10000,4,4096,0.1257364,0.003862129210681591,0.11693563325,0.0024434396217217005
10000,8,32,0.15990290000000001,0.013376763049781512,0.07640772555,0.002578283051833283
10000,8,256,0.15505285,0.007140900015229172,0.07131380514999999,0.004352858185431927
10000,8,1024,0.14602005,0.008334578036559499,0.07586968395,0.001963946302948898
10000,8,4096,0.12368459999999999,0.0060432820834377746,0.11799969495,0.002770488108315976
10000,16,32,0.1937187,0.028147694014075113,0.06181217825,0.0015899743065014241
10000,16,256,0.18357155,0.013341933482351798,0.053997969300000004,0.0016676823437669446
10000,16,1024,0.1595812,0.008153178555630929,0.0697195913,0.002244297250628714
10000,16,4096,0.12310384999999999,0.00617325939253325,0.11854311209999999,0.002748040053851888
